this is the FWX joint values,the following info is time,x,y,theta,joint1,joint2,joint3,joint4,joint5,joint6,joint7
0.0 -1.49251419137 -0.353053403418 -0.0509683910938 0.101527989191 -0.0394139140484 0.9183915124 -0.358483320987 0.573302737359 0.706542745507 -0.179609027907
0.5 -1.51114402357 -0.412924363066 -0.139573682932 0.278738572868 -0.127186887675 0.563082414068 -0.250308537506 0.460573929449 0.696560540264 -0.00313797799293
1.0 -1.60584249274 -0.653315633875 -0.181855435084 0.363302077172 -0.856248073521 0.310396806075 -0.290709314281 0.352459926478 1.3216371275 0.500770534216
1.5 -1.58167738479 -0.629066909444 -0.16703779724 0.333666810622 -0.609227590046 0.308175980392 -0.221938365714 0.329748817245 0.977733503181 0.428539252397
2.0 -1.56438588146 -0.642053522848 -0.161935743525 0.323462703193 -0.468625545819 0.312057957184 -0.182057430276 0.324118142002 0.779623301238 0.386839659681
2.5 -1.55280271381 -0.675128195017 -0.159686740913 0.318964697968 -0.38107609493 0.316366624814 -0.155433869537 0.322693068132 0.65136117048 0.360928331933
3.0 -1.54479688358 -0.719948931271 -0.1585776894 0.316746594943 -0.32230069655 0.319461704122 -0.13599591075 0.322216440332 0.561290016491 0.344374245272
3.5 -1.5390067638 -0.772138400625 -0.157999955145 0.315591126433 -0.280306460696 0.321315265538 -0.120981119516 0.321852827635 0.494224419816 0.333620906752
4.0 -1.53463367018 -0.829241621648 -0.157691207725 0.314973631592 -0.248746812837 0.322248213367 -0.108952969856 0.32142471586 0.442088866725 0.326545224921
4.5 -1.53120772094 -0.889788303768 -0.157525979219 0.314643174582 -0.224067779306 0.322582808569 -0.0990717814575 0.320933237655 0.400240427392 0.321821305468
5.0 -1.52844189396 -0.952849140363 -0.157440348411 0.314471912964 -0.204154810243 0.322550434796 -0.0908016829397 0.32040963365 0.365811196993 0.318626823909
5.5 -1.52615418668 -1.01780687108 -0.157400216549 0.314391649241 -0.18768544799 0.322305338742 -0.0837777337565 0.319882510506 0.336931574859 0.316440955865
6.0 -1.52422458245 -1.08423454006 -0.157386712907 0.314364641957 -0.173793688954 0.321945954943 -0.0777396972182 0.319371240163 0.312326030134 0.314929148538
6.5 -1.52257098231 -1.15182663255 -0.157389071901 0.314369359944 -0.161888953854 0.321533459606 -0.0724956865332 0.31888701521 0.291091164278 0.313873393599
7.0 -1.52113532593 -1.22035821813 -0.15740099344 0.314393203023 -0.15155396502 0.321105007693 -0.0679005860621 0.318435240332 0.272567007697 0.313129620802
7.5 -1.51987531968 -1.28965966353 -0.157418711444 0.314428639031 -0.142484689979 0.320682532287 -0.0638424335089 0.318017611744 0.256258776788 0.312601342979
8.0 -1.51875934268 -1.35960039053 -0.157439935058 0.314471086259 -0.134453647547 0.320278422204 -0.0602334129741 0.317633608712 0.241787331583 0.312223130299
8.5 -1.51776320988 -1.43007809953 -0.157463251567 0.314517719277 -0.127286691005 0.319899137509 -0.0570036788623 0.317281480232 0.228856682515 0.311950101219
9.0 -1.51686805377 -1.50101141336 -0.157487781135 0.314566778413 -0.120847843327 0.319547498509 -0.0540969996048 0.316958867982 0.217232017964 0.311751145685
9.5 -1.5160588995 -1.57233472908 -0.157512972669 0.314617161482 -0.115029101082 0.319224130485 -0.0514676143978 0.316663185508 0.20672444466 0.311604495714
10.0 -1.5153236821 -1.64399453479 -0.157538480723 0.314668177588 -0.109743397303 0.318928373231 -0.0490779221338 0.316391840273 0.197180139871 0.311494792468
10.5 -1.51465255265 -1.71594672294 -0.157564089946 0.314719396035 -0.104919628269 0.318658851271 -0.0468967548328 0.316142356836 0.188472479568 0.311411120308
11.0 -1.51403737798 -1.78815459622 -0.157589668007 0.314770552157 -0.100499062922 0.318413828686 -0.0448980697145 0.3159124391 0.180496221077 0.31134567381
