this is the MBX pose,the info is time,positionx,positiony,positionz,orientationw,orientationx,orientationy,orientationz
0.0 -2.5084052104 0.0595520073077 1.36 0.839016948623 -0.542354043932 0.0366322710931 0.0236796889483
0.0776032353078 -2.50449218899 0.0595485004591 1.36 0.840093828968 -0.540688657797 0.0366356396705 0.0235788838793
0.138001754689 -2.50057883316 0.0595450297801 1.36 0.840913656697 -0.539421756357 0.0365769749086 0.023463070067
0.189553581068 -2.49666514294 0.0595415958996 1.36 0.841600300507 -0.538361521479 0.0364844324281 0.0233386496422
0.235426865965 -2.49275111836 0.0595381994371 1.36 0.842200790708 -0.537435094771 0.0363692114019 0.0232083498285
0.277374218894 -2.48883675949 0.0595348410031 1.36 0.842741163301 -0.536602136188 0.0362368038999 0.0230732130197
0.315731629392 -2.48492206637 0.0595315211989 1.36 0.843226589545 -0.535854573236 0.0360931087498 0.0229364889885
0.351869048349 -2.4810070479 0.059528247682 1.36 0.843677322827 -0.535161062574 0.0359380643433 0.0227962186258
0.38625551298 -2.47709169356 0.0595250122485 1.36 0.844100321436 -0.534510815855 0.0357728791626 0.0226525098275
0.418975844139 -2.47317600525 0.059521817198 1.36 0.844496941229 -0.533901700928 0.0355997510601 0.0225066151405
0.450422120326 -2.46925998309 0.0595186630954 1.36 0.844872958307 -0.533324771468 0.0354187803719 0.0223580513044
0.480643949186 -2.46534362721 0.0595155504962 1.36 0.845229191683 -0.532778734636 0.0352314292872 0.0222076526696
0.509979456706 -2.46142693773 0.0595124799472 1.36 0.845570557037 -0.532255985306 0.0350370607742 0.0220545584865
0.538454635626 -2.45750991482 0.0595094519857 1.36 0.845897492094 -0.531755827207 0.0348366509408 0.0218993345072
0.566094702064 -2.45359256049 0.0595064688612 1.36 0.846210433123 -0.531277567212 0.0346311026033 0.0217424971624
0.592924171985 -2.44967487118 0.0595035276584 1.36 0.846509815924 -0.530820513718 0.0344212492761 0.0215845166587
0.619227230859 -2.44575684894 0.0595006306015 1.36 0.846799666753 -0.530378449148 0.0342057083695 0.0214241588292
0.645014205618 -2.44183849398 0.0594977781921 1.36 0.847080166041 -0.52995108176 0.0339850207981 0.0212617403377
0.670295219291 -2.43791980649 0.0594949709226 1.36 0.847351497029 -0.529538115859 0.0337597000907 0.0210975587353
0.695080198503 -2.43400078669 0.0594922092767 1.36 0.84761384514 -0.529139252768 0.0335302333446 0.0209318933602
0.719378874978 -2.43008143481 0.0594894937288 1.36 0.847867397331 -0.528754191827 0.0332970822217 0.0207650062448
0.743200778037 -2.42616175301 0.0594868264539 1.36 0.848112340897 -0.528382632274 0.0330606840064 0.0205971430879
0.766555281077 -2.42224173766 0.0594842044974 1.36 0.848348865471 -0.528024270031 0.0328214522093 0.0204285336488
0.789451543101 -2.41832139095 0.0594816300095 1.36 0.848577158816 -0.527678804378 0.0325797779948 0.0202593931743
0.812123024987 -2.41440071316 0.0594791034293 1.36 0.848800338056 -0.527341436716 0.0323335877326 0.0200881642532
0.834571930651 -2.41047970456 0.0594766251871 1.36 0.849018437312 -0.52701210702 0.0320831063948 0.0199149803559
0.856800443024 -2.40655836542 0.0594741957045 1.36 0.849231492838 -0.526690752074 0.0318285534065 0.0197399706352
0.878810725541 -2.40263669605 0.0594718153941 1.36 0.849439542896 -0.526377305659 0.0315701426783 0.0195632600121
0.900604905659 -2.39871469876 0.0594694863579 1.36 0.849642626944 -0.526071699854 0.0313080828395 0.0193849694404
0.922185127326 -2.39479236982 0.0594672056022 1.36 0.849840788079 -0.525773861128 0.0310425767424 0.0192052154499
0.943553476016 -2.39086971157 0.0594649752045 1.36 0.850034069093 -0.525483716627 0.0307738223102 0.019024111045
0.964712032709 -2.38694672434 0.0594627955429 1.36 0.850222514954 -0.525201190221 0.030502012032 0.0188417652339
0.985662852895 -2.38302340846 0.0594606669866 1.36 0.850406171952 -0.524926203855 0.0302273332663 0.0186582833327
1.00640797557 -2.37909976429 0.0594585898961 1.36 0.850585087693 -0.524658677554 0.0299499681997 0.018473766982
1.02694941725 -2.37517579217 0.0594565646238 1.36 0.85075931093 -0.524398529697 0.0296700939967 0.0182883142952
1.04728916596 -2.37125149455 0.0594545932002 1.36 0.850928890914 -0.524145678046 0.0293878829462 0.0181020200368
1.06742922021 -2.36732686761 0.0594526725926 1.36 0.851093879649 -0.523900036126 0.0291035020642 0.0179149752423
1.08737152905 -2.36340191383 0.0594508048079 1.36 0.851254328256 -0.523661519056 0.0288171139 0.0177272680312
1.10711803103 -2.35947663358 0.0594489901642 1.36 0.851410289235 -0.523430039908 0.02852887615 0.0175389832265
1.1266706482 -2.35555102726 0.0594472289709 1.36 0.851561815837 -0.523205510719 0.0282389418019 0.0173502025254
1.14603128012 -2.35162509526 0.0594455215293 1.36 0.851708961914 -0.52298784272 0.0279474593052 0.0171610046449
1.16520181139 -2.34769883799 0.0594438681321 1.36 0.851851781929 -0.522776946322 0.0276545725452 0.0169714653344
1.18399615335 -2.34377225803 0.0594422707408 1.36 0.851988253618 -0.522575903693 0.0273633304936 0.0167835848675
1.20279205604 -2.33984535145 0.0594407262838 1.36 0.852122608963 -0.522378244488 0.0270680891652 0.0165935990326
1.22158951198 -2.33591812084 0.0594392366993 1.36 0.85225481666 -0.522184013305 0.0267688891381 0.0164015335421
1.24038851515 -2.33199056665 0.0594378022469 1.36 0.852384846165 -0.521993253485 0.0264657716641 0.0162074141969
1.25918906556 -2.3280626893 0.0594364231778 1.36 0.852512667274 -0.521806007798 0.0261587785736 0.016011266859
1.27799116022 -2.32413448925 0.059435099735 1.36 0.85263825004 -0.521622318578 0.0258479524126 0.0158131175411
1.29679479911 -2.32020596693 0.0594338321536 1.36 0.852761564831 -0.521442227626 0.0255333363393 0.0156129923399
1.31559996576 -2.31627712506 0.0594326223276 1.36 0.852882581685 -0.521265777258 0.0252149744319 0.0154109176668
1.33440668115 -2.31234795958 0.0594314671472 1.36 0.853001272695 -0.521093006447 0.0248929108294 0.0152069195657
1.35321493328 -2.30841847322 0.059430368484 1.36 0.853117608543 -0.520923956436 0.0245671908262 0.0150010246132
1.37202471916 -2.30448866645 0.0594293265404 1.36 0.85323156077 -0.520758667058 0.0242378602183 0.0147932593682
1.39083603579 -2.30055853975 0.0594283415111 1.36 0.853343101226 -0.520597177629 0.0239049654334 0.0145836504896
1.40964888166 -2.2966280936 0.0594274135823 1.36 0.853452202098 -0.520439526916 0.0235685534975 0.0143722247153
1.42846325379 -2.29269732848 0.0594265429329 1.36 0.853558835875 -0.520285753178 0.0232286720808 0.0141590088942
1.44727914017 -2.28876624723 0.0594257313919 1.36 0.853662974837 -0.520135895007 0.0228853696164 0.0139440300902
1.4660965588 -2.28483484565 0.0594249758115 1.36 0.853764593233 -0.519989987795 0.0225386946329 0.0137273150468
1.48491549769 -2.2809031266 0.0594242779986 1.36 0.853863664005 -0.519848069047 0.0221886967613 0.0135088910001
1.50373595383 -2.27697109059 0.0594236381005 1.36 0.853960160971 -0.51971017484 0.0218354260718 0.013288785145
1.52255792423 -2.27303873811 0.0594230562565 1.36 0.854054058293 -0.51957634069 0.0214789332171 0.0130670247562
1.54138140588 -2.26910606969 0.0594225325981 1.36 0.854145330483 -0.519446601546 0.0211192694237 0.0128436371865
1.56020639879 -2.26517308584 0.0594220672493 1.36 0.854233952425 -0.519320991749 0.0207564864271 0.0126186498277
1.57903288647 -2.2612397895 0.0594216619763 1.36 0.854319898778 -0.519199546011 0.0203906368287 0.0123920903627
1.59786089141 -2.25730617635 0.059421313594 1.36 0.854403146228 -0.519082295753 0.020021773058 0.0121639860175
1.6166903986 -2.25337224935 0.0594210238468 1.36 0.854483670165 -0.518969274501 0.0196499487777 0.0119343645961
1.63552140506 -2.24943800904 0.0594207928285 1.36 0.854561446898 -0.518860514299 0.0192752179639 0.0117032538062
1.65435390779 -2.24550345595 0.0594206206246 1.36 0.854636453108 -0.51875604659 0.0188976351183 0.0114706814204
1.67318790678 -2.24156859063 0.0594205073136 1.36 0.854708665876 -0.518655902181 0.0185172551981 0.011236675237
1.69202339604 -2.2376334136 0.0594204529663 1.36 0.854778062614 -0.518560111341 0.0181341337886 0.0110012631908
1.71086036357 -2.23369792793 0.0594204592882 1.36 0.854844620636 -0.518468704522 0.0177483270892 0.0107644733689
1.72969882887 -2.22976212914 0.0594205230576 1.36 0.8549083192 -0.518381709018 0.0173598911728 0.0105263334704
1.74853877994 -2.22582602031 0.0594206459588 1.36 0.854969136395 -0.518299154046 0.0169688832056 0.0102868716965
1.76738021078 -2.22188960199 0.0594208280333 1.36 0.855027051194 -0.518221067396 0.0165753607142 0.0100461162133
1.7862231214 -2.21795287473 0.0594210693152 1.36 0.855082043008 -0.518147476165 0.0161793815627 0.00980409516393
1.80506750729 -2.2140158391 0.059421369831 1.36 0.855134091622 -0.518078406859 0.0157810041608 0.00956083680253
1.82391336546 -2.21007849566 0.0594217296006 1.36 0.855183177236 -0.51801388533 0.0153802873299 0.00931636941572
1.84276068391 -2.20614084756 0.0594221502706 1.36 0.855229279968 -0.517953937591 0.0149772905085 0.00907072147206
