this is the origin planned trajectory without nutation
0.0 -2.5084052104 0.0595520073077 1.36 0.839816267622 -0.542870736583 0.0 0.0
0.0776032353078 -2.50449218899 0.0595485004591 1.36 0.839739398248 -0.542989634368 0.0 0.0
0.138001754689 -2.50057883316 0.0595450297801 1.36 0.839662548309 -0.543108465195 0.0 0.0
0.189553581068 -2.49666514294 0.0595415958996 1.36 0.839585718241 -0.543227228446 0.0 0.0
0.235426865965 -2.49275111836 0.0595381994371 1.36 0.839508908475 -0.543345923507 0.0 0.0
0.277374218894 -2.48883675949 0.0595348410031 1.36 0.839432119434 -0.543464549775 0.0 0.0
0.315731629392 -2.48492206637 0.0595315211989 1.36 0.83935535154 -0.543583106655 0.0 0.0
0.351869048349 -2.4810070479 0.059528247682 1.36 0.839278602327 -0.543701598007 0.0 0.0
0.38625551298 -2.47709169356 0.0595250122485 1.36 0.839201875604 -0.543820018005 0.0 0.0
0.418975844139 -2.47317600525 0.059521817198 1.36 0.839125171265 -0.543938366866 0.0 0.0
0.450422120326 -2.46925998309 0.0595186630954 1.36 0.839048489712 -0.544056644029 0.0 0.0
0.480643949186 -2.46534362721 0.0595155504962 1.36 0.83897183134 -0.544174848939 0.0 0.0
0.509979456706 -2.46142693773 0.0595124799472 1.36 0.838895196542 -0.544292981049 0.0 0.0
0.538454635626 -2.45750991482 0.0595094519857 1.36 0.838818585703 -0.544411039821 0.0 0.0
0.566094702064 -2.45359256049 0.0595064688612 1.36 0.838741998701 -0.544529025503 0.0 0.0
0.592924171985 -2.44967487118 0.0595035276584 1.36 0.838665436925 -0.544646936013 0.0 0.0
0.619227230859 -2.44575684894 0.0595006306015 1.36 0.83858890024 -0.544764771616 0.0 0.0
0.645014205618 -2.44183849398 0.0594977781921 1.36 0.838512389015 -0.544882531807 0.0 0.0
0.670295219291 -2.43791980649 0.0594949709226 1.36 0.838435903613 -0.545000216085 0.0 0.0
0.695080198503 -2.43400078669 0.0594922092767 1.36 0.838359444391 -0.545117823961 0.0 0.0
0.719378874978 -2.43008143481 0.0594894937288 1.36 0.838283011704 -0.545235354951 0.0 0.0
0.743200778037 -2.42616175301 0.0594868264539 1.36 0.838206605399 -0.545352809349 0.0 0.0
0.766555281077 -2.42224173766 0.0594842044974 1.36 0.838130226824 -0.545470185146 0.0 0.0
0.789451543101 -2.41832139095 0.0594816300095 1.36 0.838053875817 -0.545587482654 0.0 0.0
0.812123024987 -2.41440071316 0.0594791034293 1.36 0.837977552712 -0.545704701419 0.0 0.0
0.834571930651 -2.41047970456 0.0594766251871 1.36 0.83790125784 -0.545821840998 0.0 0.0
0.856800443024 -2.40655836542 0.0594741957045 1.36 0.837824991526 -0.545938900953 0.0 0.0
0.878810725541 -2.40263669605 0.0594718153941 1.36 0.837748754093 -0.546055880854 0.0 0.0
0.900604905659 -2.39871469876 0.0594694863579 1.36 0.83767254536 -0.54617278104 0.0 0.0
0.922185127326 -2.39479236982 0.0594672056022 1.36 0.837596366634 -0.546289599573 0.0 0.0
0.943553476016 -2.39086971157 0.0594649752045 1.36 0.837520217724 -0.546406336808 0.0 0.0
0.964712032709 -2.38694672434 0.0594627955429 1.36 0.837444098933 -0.546522992345 0.0 0.0
0.985662852895 -2.38302340846 0.0594606669866 1.36 0.837368010562 -0.546639565791 0.0 0.0
1.00640797557 -2.37909976429 0.0594585898961 1.36 0.837291952902 -0.546756056761 0.0 0.0
1.02694941725 -2.37517579217 0.0594565646238 1.36 0.837215926245 -0.546872464878 0.0 0.0
1.04728916596 -2.37125149455 0.0594545932002 1.36 0.837139930384 -0.546988790522 0.0 0.0
1.06742922021 -2.36732686761 0.0594526725926 1.36 0.837063966584 -0.547105031824 0.0 0.0
1.08737152905 -2.36340191383 0.0594508048079 1.36 0.836988034629 -0.547221189181 0.0 0.0
1.10711803103 -2.35947663358 0.0594489901642 1.36 0.836912134791 -0.547337262243 0.0 0.0
1.1266706482 -2.35555102726 0.0594472289709 1.36 0.836836267338 -0.547453250669 0.0 0.0
1.14603128012 -2.35162509526 0.0594455215293 1.36 0.836760432533 -0.547569154123 0.0 0.0
1.16520181139 -2.34769883799 0.0594438681321 1.36 0.836684630636 -0.547684972276 0.0 0.0
1.18399615335 -2.34377225803 0.0594422707408 1.36 0.836608861414 -0.547800705552 0.0 0.0
1.20279205604 -2.33984535145 0.0594407262838 1.36 0.836533126093 -0.547916352146 0.0 0.0
1.22158951198 -2.33591812084 0.0594392366993 1.36 0.836457424432 -0.548031912495 0.0 0.0
1.24038851515 -2.33199056665 0.0594378022469 1.36 0.836381756672 -0.548147386299 0.0 0.0
1.25918906556 -2.3280626893 0.0594364231778 1.36 0.836306123051 -0.548262773264 0.0 0.0
1.27799116022 -2.32413448925 0.059435099735 1.36 0.836230523803 -0.548378073103 0.0 0.0
1.29679479911 -2.32020596693 0.0594338321536 1.36 0.836154959158 -0.548493285534 0.0 0.0
1.31559996576 -2.31627712506 0.0594326223276 1.36 0.836079428858 -0.548608411019 0.0 0.0
1.33440668115 -2.31234795958 0.0594314671472 1.36 0.836003934091 -0.548723447817 0.0 0.0
1.35321493328 -2.30841847322 0.059430368484 1.36 0.835928474591 -0.548838396405 0.0 0.0
1.37202471916 -2.30448866645 0.0594293265404 1.36 0.835853050571 -0.548953256527 0.0 0.0
1.39083603579 -2.30055853975 0.0594283415111 1.36 0.835777662239 -0.549068027937 0.0 0.0
1.40964888166 -2.2966280936 0.0594274135823 1.36 0.835702309801 -0.549182710391 0.0 0.0
1.42846325379 -2.29269732848 0.0594265429329 1.36 0.835626993458 -0.549297303656 0.0 0.0
1.44727914017 -2.28876624723 0.0594257313919 1.36 0.835551712929 -0.549411808229 0.0 0.0
